kode_politikus;politikus;kode_pendidikan;pendidikan
Q19726971;John Kenedy Azis;Q14091635;Universitas Katolik Parahyangan
Q96989513;John Siffy Mirin;Q7408055;Universitas Sam Ratulangi
Q72119052;Johnny G. Plate;Q2308020;Universitas Katolik Indonesia Atma Jaya
Q72119052;Johnny G. Plate;Q12513460;Seminari Pius XII
Q97590828;Joko Purwanto;Q7391097;SMA Negeri 68 Jakarta
Q85991928;Joko Warsito;Q10862512;Akademi Militer
Q3318231;Joko Widodo;Q1145992;Universitas Gadjah Mada
Q3318231;Joko Widodo;Q19739360;SMA Negeri 6 Surakarta
Q17410633;Jon Erizal;Q1145992;Universitas Gadjah Mada
Q17410633;Jon Erizal;Q12523355;Universitas Jayabaya
Q17410633;Jon Erizal;Q19735191;SMA Negeri 24 Jakarta
Q16185037;Joppye Onesimus Wayangkau;Q10862512;Akademi Militer
Q56398793;Josef Nae Soi;Q2308020;Universitas Katolik Indonesia Atma Jaya
Q16187396;Joyokusumo;Q1145992;Universitas Gadjah Mada
Q16187396;Joyokusumo;Q17056026;SMA Negeri 1 Yogyakarta
Q105422703;Juliadi;Q12523350;Universitas Islam Sumatera Utara
Q16187405;Julian Aldrin Pasha;Q534515;Universitas Indonesia
Q72061436;Juliari Batubara;Q1805085;Chapman University
Q16187409;Juliarti Djuhardi Alwi;Q1336952;Universitas Brawijaya
Q18978693;Junimart Girsang;Q3181122;Universitas Padjadjaran
Q18978693;Junimart Girsang;Q14091635;Universitas Katolik Parahyangan
Q123726113;Jupri Mahmud;Q4250926;Universitas Trisakti
Q6318658;Jusuf Wanandi;Q534515;Universitas Indonesia
Q6318658;Jusuf Wanandi;Q1824905;Kolese Kanisius
Q123716056;Juventus Prima Yoris Kago;Q7896000;Universitas Nusa Cendana
Q3107476;Juwono Sudarsono;Q168756;Universitas California, Berkeley
Q3107476;Juwono Sudarsono;Q174570;London School of Economics and Political Science
Q3107476;Juwono Sudarsono;Q534515;Universitas Indonesia
Q3107476;Juwono Sudarsono;Q2811679;International Institute of Social Studies
Q56399548;Kahar Muzakir;Q12523418;Universitas Negeri Yogyakarta
Q109433938;Kalatiku Paembonan;Q478044;Universitas Hasanuddin
Q109433938;Kalatiku Paembonan;Q534515;Universitas Indonesia
Q109433938;Kalatiku Paembonan;Q3181122;Universitas Padjadjaran
Q109450518;Kamran Muchtar Podomi;Q19734756;SMA Negeri 1 Kotamobagu
Q109450518;Kamran Muchtar Podomi;Q109913877;Universitas Proklamasi  45
Q96987528;Kamrussamad;Q12523408;Universitas Muslim Indonesia
Q17411660;Kardaya Warnika;Q1579397;Institut Teknologi Bandung
Q17411660;Kardaya Warnika;Q65210693;SMP Negeri 1 Arjawinangun
Q109436657;Karel Murafer;Q1145992;Universitas Gadjah Mada
Q17410645;Karolin Margret Natasa;Q2308020;Universitas Katolik Indonesia Atma Jaya
Q25465788;Kartika Djoemadi;Q534515;Universitas Indonesia
Q109441136;Kartika Hidayati;Q12486124;Universitas Islam Negeri UIN Sunan Ampel Surabaya
Q97590839;Kartika Yudhisti;Q189022;Imperial College London
Q97590839;Kartika Yudhisti;Q319078;Universitas Melbourne
Q97590839;Kartika Yudhisti;Q12510912;SMP Negeri 109 Jakarta
Q28723945;Kasim Genawi;Q10862512;Akademi Militer
Q112896307;Kasmarni;Q7322177;Universitas Riau
Q12490637;Kemal Azis Stamboel;Q3181122;Universitas Padjadjaran
Q97590581;Ketut Sustiawan;Q1579397;Institut Teknologi Bandung
Q97590581;Ketut Sustiawan;Q64879314;SMP Negeri 1 Singaraja
Q109433797;Kevin William Lotulung;Q7894412;Universitas Kristen Indonesia
Q12491586;Khairul Saleh;Q1896627;Universitas Lambung Mangkurat
Q16187752;Khatibul Umam Wiranu;Q534515;Universitas Indonesia
Q25462407;Kherlani;Q12523297;Universitas Bandar Lampung
Q96987615;Khilmi;Q12511012;SMP Negeri 1 Gresik
Q96987615;Khilmi;Q19735187;SMA Negeri 2 Surabaya
Q12491600;Khofifah Indar Parawansa;Q534515;Universitas Indonesia
Q12491600;Khofifah Indar Parawansa;Q1494353;Universitas Airlangga
Q12491600;Khofifah Indar Parawansa;Q12510732;SMA Negeri 9 Surabaya
Q56398657;Kholilurrahman;Q12486124;Universitas Islam Negeri UIN Sunan Ampel Surabaya
Q56398657;Kholilurrahman;Q12523315;Universitas Darul 'Ulum
Q12491602;Khrisna Mukti;Q534515;Universitas Indonesia
Q12491602;Khrisna Mukti;Q12510927;SMP Negeri 115 Jakarta
Q12491602;Khrisna Mukti;Q31778738;SMA Negeri 37 Jakarta
Q1815982;Ki Hadjar Dewantara;Q1890262;Europeesche Lagere School
Q44021554;Kison Syahrin;Q12523299;Universitas Bandung Raya
Q12491855;Klemen Tinal;Q3130435;Universitas Cenderawasih
Q138314691;Komando Tarigan;Q56394484;Universitas Quality Berastagi
Q96988312;Komarudin Watubun;Q1145992;Universitas Gadjah Mada
Q96988312;Komarudin Watubun;Q3130435;Universitas Cenderawasih
Q12492278;Korrie Layun Rampan;Q1145992;Universitas Gadjah Mada
Q85992296;Kortanius Sabeleake;Q12523472;Universitas Tamansiswa Padang
Q123308136;Kresna Dewanata Phrosakh;Q30294755;Universitas Kartini
Q85992310;Kris Wartabone;Q7894421;Universitas Terbuka
Q96988803;Kristiana Muki;Q7896000;Universitas Nusa Cendana
Q96988803;Kristiana Muki;Q12523475;Universitas Timor
Q4200758;Kristiani Herrawati;Q7894412;Universitas Kristen Indonesia
Q4200758;Kristiani Herrawati;Q7894421;Universitas Terbuka
Q109428799;Kun Wardana Abyoto;Q534515;Universitas Indonesia
Q109428799;Kun Wardana Abyoto;Q1579397;Institut Teknologi Bandung
Q109428799;Kun Wardana Abyoto;Q4250926;Universitas Trisakti
Q12492968;Kuntoro Mangkusubroto;Q1579397;Institut Teknologi Bandung
Q96989119;Kurniasih Mufidayati;Q534515;Universitas Indonesia
Q96989119;Kurniasih Mufidayati;Q7603641;Universitas Negeri Semarang
Q96989119;Kurniasih Mufidayati;Q19748089;SMA Negeri 1 Pekalongan
Q97590544;Kurtubi;Q1111367;Sekolah Pertambangan Colorado
Q25469512;Kuryana Azis;Q19751985;Institut Pemerintahan Dalam Negeri
Q138471534;Kusmalahadi Syamsuri;Q7895720;Universitas Mataram
Q138471534;Kusmalahadi Syamsuri;Q12486660;Institut Teknologi Nasional
Q12493040;Kusmayanto Kadiman;Q127990;Universitas Nasional Australia
Q12493040;Kusmayanto Kadiman;Q1579397;Institut Teknologi Bandung
Q131842522;Kusumo Bimantoro;Q1145992;Universitas Gadjah Mada
Q131842522;Kusumo Bimantoro;Q19748166;SMA Negeri 5 Yogyakarta
Q97590813;Kuswiyanto;Q1494353;Universitas Airlangga
Q97590813;Kuswiyanto;Q12523407;Universitas Muhammadiyah Surabaya
Q4201110;Kwik Kian Gie;Q633529;Universitas Erasmus Rotterdam
Q3079295;L. N. Palar;Q31204378;Technische Hoogeschool te Bandoeng
Q6464196;La Nyalla Mattalitti;Q1336952;Universitas Brawijaya
Q109564171;La Tinro La Tunrung;Q478044;Universitas Hasanuddin
Q97590809;Laila Istiana Ds;Q350752;Universitas Islam Indonesia
Q97590809;Laila Istiana Ds;Q1145992;Universitas Gadjah Mada
Q97590809;Laila Istiana Ds;Q2687517;Jinan University
Q97590809;Laila Istiana Ds;Q19752275;SMA Negeri 1 Surakarta
Q97590809;Laila Istiana Ds;Q65212544;SMP Muhammadiyah 1 Surakarta
Q49253673;Lakhomizaro Zebua;Q12523313;Universitas Darma Agung
Q12493537;Laksamana Sukardi;Q1579397;Institut Teknologi Bandung
Q28723981;Lalu Gede Syamsul Mujahidin;Q30266547;Universitas Trilogi
Q85992363;Lalu Pathul Bahri;Q17997528;Universitas 45 Mataram
Q25469979;Lalu Rudy Irham Srigede;Q10862512;Akademi Militer
Q109563931;Lamhot Sinaga;Q7636602;Universitas Sultan Ageng Tirtayasa
Q109437805;Lanosin Hamzah;Q4200297;Universitas Sriwijaya
Q108896227;Laode Ida;Q534515;Universitas Indonesia
Q108896227;Laode Ida;Q12712165;Universitas Negeri Jakarta
Q108896227;Laode Ida;Q123394986;SMK Negeri 1 Muna
Q12493949;Laode Masihu Kamaluddin;Q3181122;Universitas Padjadjaran
Q96988072;Lasarus;Q7683446;Universitas Tanjungpura
Q96988072;Lasarus;Q64872996;SMP 17 Agustus
Q96987307;Lathifah Shohib;Q4250919;Universitas Negeri Malang
Q96987307;Lathifah Shohib;Q74433095;Pendidikan Guru Madrasah Ibtidaiyah (PGMI)
Q31173931;Ledia Hanifa Amaliah;Q534515;Universitas Indonesia
Q106159671;Leli Arni;Q280361;Universitas Andalas
Q97590802;Libert Kristo Ibo;Q20427719;Universitas Kristen Indonesia Tomohon
Q97590711;Lili Asdjudiredja;Q2503208;Taman Siswa
Q97590711;Lili Asdjudiredja;Q7970404;Warren National University
Q97590711;Lili Asdjudiredja;Q12513128;Sekolah Tinggi Teknologi Tekstil
Q97590711;Lili Asdjudiredja;Q12523299;Universitas Bandung Raya
Q15272197;Liliana Tanaja Tanoesoedibjo;Q1041737;Universitas Carleton
Q15272197;Liliana Tanaja Tanoesoedibjo;Q7109265;Ottawa University
Q17410713;Linda Megawati;Q7894418;Universitas Nasional
Q17410713;Linda Megawati;Q97572626;STIE Bisnis Indonesia
Q96988738;Lisda Hendrajoni;Q7603634;Universitas Negeri Padang
Q96988738;Lisda Hendrajoni;Q12513102;Institut Transportasi dan Logistik Trisakti
Q96988738;Lisda Hendrajoni;Q28950106;Universitas Surapati
Q16188298;Lodewijk Freidrich Paulus;Q10862512;Akademi Militer
Q10860294;Longki Djanggola;Q478044;Universitas Hasanuddin
Q10860294;Longki Djanggola;Q534515;Universitas Indonesia
Q13094776;Lucky Hakim;Q97598551;SMA Negeri 2 Cilacap
Q12696267;Lucky Perdana;Q109912595;Sekolah Tinggi Ilmu Komunikasi Inter Studi
Q109541675;Lucky Sondakh;Q1814435;University of New England
Q109541675;Lucky Sondakh;Q7408055;Universitas Sam Ratulangi
Q109541675;Lucky Sondakh;Q19735173;SMA Negeri 2 Manado
Q109541675;Lucky Sondakh;Q125050089;SMP Kristen Kawangkoan
Q14917375;Luhut Binsar Panjaitan;Q432637;Universitas George Washington
Q12495539;Lukas Enembe;Q7408055;Universitas Sam Ratulangi
Q12495549;Lukita Dinarsyah Tuwo;Q1579397;Institut Teknologi Bandung
Q16188358;Lukman Hakim Saifudin;Q12506117;Pondok Modern Darussalam Gontor
Q16188358;Lukman Hakim Saifudin;Q12523337;Universitas Islam As-Syafiiyah
Q13094782;Lula Kamal;Q4250926;Universitas Trisakti
Q25469688;Lulu Lugiyati;Q12471193;Akademi Angkatan Udara
Q96986926;Luluk Nur Hamidah;Q534515;Universitas Indonesia
Q96986926;Luluk Nur Hamidah;Q6514349;Lee Kuan Yew School of Public Policy
Q96986926;Luluk Nur Hamidah;Q12486124;Universitas Islam Negeri UIN Sunan Ampel Surabaya
Q109436162;Lutfi Halide;Q478044;Universitas Hasanuddin
Q30316816;Luther Kombong;Q7590080;St. Mary's Academy of Pasay
Q97590548;Luthfi Mutty;Q97570581;Institut Ilmu Pemerintahan Jakarta
Q97590548;Luthfi Mutty;Q97570586;APDN Makassar
Q16188417;M. Harpin Ondeh;Q12471193;Akademi Angkatan Udara
Q109439784;M. Hatta Rahman;Q478044;Universitas Hasanuddin
Q109439784;M. Hatta Rahman;Q12523408;Universitas Muslim Indonesia
Q96987348;M. Husni;Q3958218;Universitas Syiah Kuala
Q109258059;M. Husni Djibril;Q350752;Universitas Islam Indonesia
Q96987986;M. Nurdin;Q19752731;Sekolah Tinggi Ilmu Kepolisian
Q16188439;M. Romahurmuziy;Q1579397;Institut Teknologi Bandung
Q16188439;M. Romahurmuziy;Q17056026;SMA Negeri 1 Yogyakarta
Q16188439;M. Romahurmuziy;Q97596258;SMP Negeri 5 Yogyakarta
Q16188439;M. Romahurmuziy;Q97596265;SD Negeri Ungaran I Yogyakarta
Q12495710;M. S. Kaban;Q12523355;Universitas Jayabaya
Q12495708;M. Sayuti Datuak Rajo Pangulu;Q19744761;Universitas Bung Hatta
Q16188447;M. Shadiq Pasadigoe;Q7603634;Universitas Negeri Padang
Q16188447;M. Shadiq Pasadigoe;Q12523322;Universitas Ekasakti
Q28723640;M. Syukur;Q12523355;Universitas Jayabaya
Q132308190;M. Toha Tohet;Q19747794;Sekolah Tinggi Ilmu Hukum Sumpah Pemuda
Q109436637;M.F. Nurhuda Yusro;Q97308548;Universitas Sains Al Qur'an
Q107641062;Ma'mun Amir;Q12523345;Universitas Islam Nusantara
Q12497177;Ma'ruf Amin;Q12506153;Pondok Pesantren Tebuireng
Q12497177;Ma'ruf Amin;Q14917501;UIN Maulana Malik Ibrahim
Q12497177;Ma'ruf Amin;Q19744776;Universitas Ibn Khaldun Bogor
Q28724425;Machfud Arifin;Q17997867;Akademi Kepolisian
Q123868672;Made Muliawan Arya;Q7686915;Universitas Tarumanagara
Q123868672;Made Muliawan Arya;Q12510680;SMA Negeri 7 Denpasar
Q123868672;Made Muliawan Arya;Q12511297;Sekolah Tinggi Ilmu Ekonomi Malangkucecwara
Q123868672;Made Muliawan Arya;Q12523319;Universitas Dwijendra
Q12496084;Mahadi Sinambela;Q1145992;Universitas Gadjah Mada
Q16188512;Mahfudz Abdurrahman;Q12523355;Universitas Jayabaya
Q17411352;Mahfudz Siddiq;Q534515;Universitas Indonesia
Q17411352;Mahfudz Siddiq;Q7894418;Universitas Nasional
Q12496129;Mahyuddin N.S;Q4200297;Universitas Sriwijaya
Q16188533;Mahyudin;Q1896627;Universitas Lambung Mangkurat
Q16188533;Mahyudin;Q6177417;Universitas Jenderal Soedirman
Q112601378;Maigus Nasir;Q12523404;Universitas Muhammadiyah Sumatera Barat
Q112601378;Maigus Nasir;Q52636186;Universitas PGRI Sumatera Barat
Q112601378;Maigus Nasir;Q72811494;MAN 2 Padang Panjang
Q112601378;Maigus Nasir;Q123766780;MTs Negeri 6 Padang
Q17410678;Maimanah Umar;Q12481560;Diniyyah Puteri Padang Panjang
Q17410678;Maimanah Umar;Q12523348;Universitas Islam Negeri Sunan Kalijaga Yogyakarta
Q123887357;Malin;Q7683446;Universitas Tanjungpura
Q96988696;Maman Abdurrahman;Q4250926;Universitas Trisakti
Q123219178;Maman Imanul Haq;Q12523315;Universitas Darul 'Ulum
Q28839639;Manahan Malontinge Pardamean Sitompul;Q4200341;Universitas Sumatera Utara
Q28839639;Manahan Malontinge Pardamean Sitompul;Q12510348;SMA Negeri 1 Medan
Q12496803;Manuel Kaisiepo;Q7894418;Universitas Nasional
Q16188622;Maphilinda Boer;Q4200297;Universitas Sriwijaya
Q17410790;Mar'ie Muhammad;Q534515;Universitas Indonesia
Q5995672;Marcell Siahaan;Q14091635;Universitas Katolik Parahyangan
Q16188648;Mardani Ali Sera;Q534515;Universitas Indonesia
Q16188651;Mardiana Indraswati;Q350752;Universitas Islam Indonesia
Q19728876;Mardinsyah;Q1145992;Universitas Gadjah Mada
Q3502316;Mardiyanto;Q10862512;Akademi Militer
Q17410685;Marfendi;Q12506117;Pondok Modern Darussalam Gontor
Q108894395;Margaret Aliyatul Maimunah;Q12486124;Universitas Islam Negeri UIN Sunan Ampel Surabaya
Q97226466;Marhuale Simbolon;Q12471222;Akademi TNI
Q3502322;Mari Elka Pangestu;Q127990;Universitas Nasional Australia
Q3502322;Mari Elka Pangestu;Q129421;University of California
Q123219131;Maria Lestari;Q30294479;Universitas Kejuangan 45 Jakarta
Q6761642;Maria Ulfah Santoso;Q156598;Universitas Leiden
Q96988045;Marinus Gea;Q6818526;Universitas Mercu Buana Jakarta
Q12497093;Marissa Haque;Q2306715;Institut Pertanian Bogor
Q12497093;Marissa Haque;Q4250926;Universitas Trisakti
Q105550920;Markus;Q1847733;Universitas Pelita Harapan
Q109438110;Marlin Agustina;Q12523446;Universitas Riau Kepulauan
Q12497115;Marlis Rahman;Q280361;Universitas Andalas
Q12497115;Marlis Rahman;Q1075339;Universitas Ohio
Q12497115;Marlis Rahman;Q1579397;Institut Teknologi Bandung
Q61118772;Marselinus Y. W. Petu;Q12486660;Institut Teknologi Nasional
Q65214025;Marsiaman Saragih;Q534515;Universitas Indonesia
Q12497146;Marsillam Simanjuntak;Q534515;Universitas Indonesia
Q17410585;Martin Hutabarat;Q534515;Universitas Indonesia
Q56413448;Martin Manurung;Q534515;Universitas Indonesia
Q25469768;Martin Rantan;Q7683446;Universitas Tanjungpura
Q96987628;Martina;Q12523440;Universitas Prof. Dr. Moestopo
Q96987628;Martina;Q17997518;SMA Negeri 4 Jakarta
Q112896208;Martua Sitanggang;Q6127803;Universitas Jambi
Q58290;Marty Natalegawa;Q127990;Universitas Nasional Australia
Q58290;Marty Natalegawa;Q174570;London School of Economics and Political Science
Q58290;Marty Natalegawa;Q536282;Corpus Christi College, Cambridge
Q58290;Marty Natalegawa;Q741082;Universitas Macquarie
Q58290;Marty Natalegawa;Q5158784;Concord College
Q58290;Marty Natalegawa;Q5365245;Ellesmere College
Q28723937;Marukan Hendrik;Q7896055;Universitas Palangka Raya
Q65204823;Maruli Wagner Damanik;Q17997867;Akademi Kepolisian
Q96989532;Marwan Cik Asan;Q534515;Universitas Indonesia
Q31173093;Marwan Dasopang;Q12486122;Universitas Islam Negeri Sumatera Utara
Q17410695;Marwan Jafar;Q350752;Universitas Islam Indonesia
Q7384733;Marzuki Alie;Q1723289;Universiti Utara Malaysia
Q7384733;Marzuki Alie;Q4200297;Universitas Sriwijaya
Q6781884;Marzuki Darusman;Q14091635;Universitas Katolik Parahyangan
Q28724548;Mashuri;Q6127803;Universitas Jambi
Q59647570;Masinton Pasaribu;Q109911978;Sekolah Tinggi Hukum Indonesia Jakarta
Q59647570;Masinton Pasaribu;Q123451689;SMA Dr Wahidin Sudirohusodo Medan
Q59647570;Masinton Pasaribu;Q123773288;SMP Negeri 1 Labuhan Deli
Q59647570;Masinton Pasaribu;Q124104697;SD Negeri 060951 Medan
Q17410702;Masitah;Q12510508;SMA Negeri 2 Lumajang
Q17410702;Masitah;Q12523344;Universitas Islam Malang
Q17410702;Masitah;Q12712165;Universitas Negeri Jakarta
Q12497248;Masjchun Sofwan;Q1145992;Universitas Gadjah Mada
Q12497383;Mat Solar;Q534515;Universitas Indonesia
Q12497527;Mateus Maia;Q20426266;Universitas Atma Jaya
Q25465725;Mathius Awoitauw;Q12523354;Universitas Janabadra
Q85992784;Mathius D. Fakhiri;Q17997867;Akademi Kepolisian
Q85992784;Mathius D. Fakhiri;Q19752731;Sekolah Tinggi Ilmu Kepolisian
Q96988293;Matindas J. Rumambi;Q7408055;Universitas Sam Ratulangi
Q65212182;Mawardi Ali;Q3958218;Universitas Syiah Kuala
Q959187;Maylaffayza Wiguna;Q4250926;Universitas Trisakti
Q76179;Megawati Soekarnoputri;Q534515;Universitas Indonesia
Q76179;Megawati Soekarnoputri;Q3181122;Universitas Padjadjaran
Q60330208;Melani Leimena Suharli;Q97570484;Universitas Yappan
Q56399550;Melchias Marcus Mekeng;Q1815710;De La Salle University
Q56399550;Melchias Marcus Mekeng;Q7308519;Sekolah Regina Pacis
Q56399550;Melchias Marcus Mekeng;Q14091635;Universitas Katolik Parahyangan
Q12497951;Melly Manuhutu;Q19741356;Institut Komunikasi dan Bisnis LSPR
Q17410719;Memed Sosiawan;Q7452397;Institut Teknologi Sepuluh Nopember
Q96988309;Mercy Chriesty Barends;Q7896071;Universitas Pattimura
Q96988309;Mercy Chriesty Barends;Q12510246;SMA Negeri 1 Ambon
Q96988309;Mercy Chriesty Barends;Q106037215;SMP Negeri 3 Ambon
Q116505631;Mesir Suryadi;Q7895720;Universitas Mataram
Q11081076;Meutia Hatta;Q534515;Universitas Indonesia
Q13095097;Meutya Hafid;Q734764;Universitas New South Wales
Q13095097;Meutya Hafid;Q5184361;Crescent Girls' School
Q13095097;Meutya Hafid;Q7391101;SMA Negeri 8 Jakarta
Q97590804;Michael Wattimena;Q7896071;Universitas Pattimura
Q97590804;Michael Wattimena;Q12511291;STIE-IPWI Jakarta
Q97590804;Michael Wattimena;Q97210189;SMP Negeri 6 Ambon
Q97590804;Michael Wattimena;Q98745782;SMA Kristen YPKPM Ambon
Q97590804;Michael Wattimena;Q98745833;SDN I Ambon
Q18421422;Mindo Sianipar;Q1579397;Institut Teknologi Bandung
Q16166575;Mirwan Amir;Q4250926;Universitas Trisakti
Q97590857;Miryam S. Haryani;Q19732714;Sekolah Tinggi Ilmu Administrasi Mandala Indonesia
Q96989509;Mitra Fakhruddin MB;Q478044;Universitas Hasanuddin
Q110103050;Mochamad Hanies Cholil Barro;Q12523348;Universitas Islam Negeri Sunan Kalijaga Yogyakarta
Q96987994;Mochamad Herviano;Q534515;Universitas Indonesia
Q85992888;Mochamad Nur Arifin;Q12523318;Universitas Dr. Soetomo
Q4200159;Mochtar Kusumaatmadja;Q13371;Universitas Harvard
Q4200159;Mochtar Kusumaatmadja;Q534515;Universitas Indonesia
Q4200159;Mochtar Kusumaatmadja;Q3181122;Universitas Padjadjaran
Q8995080;Mochtar Riady;Q683580;Universitas Nanjing
Q19747967;Moekhlas Sidik;Q12471192;Akademi Angkatan Laut
Q109564145;Mohamad Hekal;Q168000;Universitas Amerika
Q109564145;Mohamad Hekal;Q503415;Universitas Maryland
Q109434832;Mohamad Irwan Lapatta;Q12523473;Universitas Tadulako
Q12498760;Mohamad Isa;Q124313841;School Tot Opleiding van Indische Tandartsen
Q56399215;Mohamad Lakotani;Q478044;Universitas Hasanuddin
Q25469881;Mohamad Muraz;Q3181122;Universitas Padjadjaran
Q12498747;Mohamad Prakosa;Q168756;Universitas California, Berkeley
Q12498747;Mohamad Prakosa;Q1145992;Universitas Gadjah Mada
Q12498747;Mohamad Prakosa;Q1150105;Universitas Tennessee
Q4258719;Mohamad Suleman Hidayat;Q3181122;Universitas Padjadjaran
Q12498756;Mohammad Andi Mattalatta;Q534515;Universitas Indonesia
Q12498761;Mohammad Ichlas El Qudsi;Q280361;Universitas Andalas
Q25461525;Mohammad Idris Abdul Shomad;Q3716653;Universitas Islam Imam Muhammad bin Saud
Q25461525;Mohammad Idris Abdul Shomad;Q12506117;Pondok Modern Darussalam Gontor
Q56391001;Mohammad Iqbal Romzi;Q12523348;Universitas Islam Negeri Sunan Kalijaga Yogyakarta
Q110104282;Mohammad Lahay;Q19744759;Universitas Alkhairaat
Q85992925;Mohammad Luthfi;Q3846721;Institut Teknologi Telkom
Q28724543;Mohammad Saleh;Q7481592;Universitas Bengkulu
Q97590728;Mohammad Suryo Alam;Q1474019;University of Hull
Q18421350;Mohammad Syafa'at Mintaredja;Q156598;Universitas Leiden
Q18421350;Mohammad Syafa'at Mintaredja;Q534515;Universitas Indonesia
Q18421350;Mohammad Syafa'at Mintaredja;Q1145992;Universitas Gadjah Mada
Q17410756;Mohammad Toha;Q7442749;Universitas Sebelas Maret
Q3503054;Mohammad Yamin;Q534515;Universitas Indonesia
Q85992929;Mohan Roliskana;Q7895720;Universitas Mataram
Q12498992;Mooryati Soedibyo;Q534515;Universitas Indonesia
Q12498992;Mooryati Soedibyo;Q7442749;Universitas Sebelas Maret
Q12498992;Mooryati Soedibyo;Q7894421;Universitas Terbuka
Q12498992;Mooryati Soedibyo;Q19746168;Universitas Mahasaraswati Denpasar
Q1279930;Moreno Soeprapto;Q12523423;Universitas Paramadina
Q109442908;Muchamad Nur Aziz;Q4200627;Universitas Diponegoro
Q12499308;Mudaffar Sjah;Q534515;Universitas Indonesia
Q85992957;Muflich Chalib Ibrahim;Q10862378;Lembaga Ilmu Pengetahuan Islam dan Arab
Q26236935;Muhadjir Effendy;Q1145992;Universitas Gadjah Mada
Q12499327;Muhaimin Iskandar;Q534515;Universitas Indonesia
Q12499327;Muhaimin Iskandar;Q1145992;Universitas Gadjah Mada
Q123332654;Muhamad Nur Purnamasidi;Q13098258;Universitas Jember
Q16181301;Muhammad A.S. Hikam;Q1145992;Universitas Gadjah Mada
Q112896293;Muhammad Adil;Q12523371;Universitas Lancang Kuning
Q12499338;Muhammad Alwi Dahlan;Q457281;Universitas Illinois Urbana-Champaign
Q17410767;Muhammad Arwani Thomafi;Q4200627;Universitas Diponegoro
Q17410767;Muhammad Arwani Thomafi;Q12523348;Universitas Islam Negeri Sunan Kalijaga Yogyakarta
Q17410769;Muhammad Asli Chaidir;Q56391215;SMP Negeri 2 Sungai Penuh
Q17410769;Muhammad Asli Chaidir;Q97596283;Sekolah Tinggi Ilmu Hukum Padang
Q109436727;Muhammad Fadhil Arief;Q6127803;Universitas Jambi
Q12499357;Muhammad Farhan;Q3181122;Universitas Padjadjaran
Q17410774;Muhammad Hanif Dhakiri;Q534515;Universitas Indonesia
Q17410775;Muhammad Haris;Q1145992;Universitas Gadjah Mada
Q132308292;Muhammad Haris Damanhuri Romly;Q4200627;Universitas Diponegoro
Q132308292;Muhammad Haris Damanhuri Romly;Q12523351;Universitas Islam Sultan Agung
Q105803100;Muhammad Hasanuddin Wahid;Q14917501;UIN Maulana Malik Ibrahim
Q12499361;Muhammad Idris Luthfi;Q534515;Universitas Indonesia
Q6002011;Muhammad Imaduddin Abdulrahim;Q1579397;Institut Teknologi Bandung
Q17410777;Muhammad Iqbal;Q1141452;Universitas Western Sydney
Q17410777;Muhammad Iqbal;Q19749142;Universitas Pancasila
Q123710214;Muhammad Iqbal;Q1444125;Universitas Nasional Malaysia
Q123710214;Muhammad Iqbal;Q12510188;SMA Negeri 11 Jakarta
Q123710214;Muhammad Iqbal;Q12523349;Universitas Islam Negeri Syarif Hidayatullah Jakarta
Q76354;Muhammad Jusuf Kalla The Great Devilling;Q478044;Universitas Hasanuddin
Q76354;Muhammad Jusuf Kalla The Great Devilling;Q1136829;INSEAD
Q12499367;Muhammad Lukman Edy;Q3181122;Universitas Padjadjaran
Q12499369;Muhammad Mawardi;Q1896627;Universitas Lambung Mangkurat
Q109702077;Muhammad Najib;Q1579397;Institut Teknologi Bandung
Q109702077;Muhammad Najib;Q7452397;Institut Teknologi Sepuluh Nopember
Q109702077;Muhammad Najib;Q7894418;Universitas Nasional
Q96989526;Muhammad Nasir;Q28950092;Universitas Tama Jagakarsa
Q12499371;Muhammad Nasir Djamil;Q30632611;Universitas Islam Negeri Ar-Raniry
Q97590798;Muhammad Nasyit Umar;Q1579397;Institut Teknologi Bandung
Q6932644;Muhammad Nazar;Q30632611;Universitas Islam Negeri Ar-Raniry
Q17410937;Muhammad Prananda Prabowo;Q1579397;Institut Teknologi Bandung
Q17410782;Muhammad Rahmad;Q1142924;Universitas Malaya
Q17410782;Muhammad Rahmad;Q1350021;Universitas Wollongong
Q17410783;Muhammad Rifqinizamy Karsayuda;Q350752;Universitas Islam Indonesia
Q17410783;Muhammad Rifqinizamy Karsayuda;Q1336952;Universitas Brawijaya
Q12499378;Muhammad Said;Q1145992;Universitas Gadjah Mada
Q10860139;Muhammad Sani;Q19751985;Institut Pemerintahan Dalam Negeri
Q20278470;Muhammad Sarmuji;Q13098258;Universitas Jember
Q109439324;Muhammad Senin;Q97228230;Universitas Nuku
Q124312225;Muhammad Sholikhin;Q350752;Universitas Islam Indonesia
Q124312225;Muhammad Sholikhin;Q12506117;Pondok Modern Darussalam Gontor
Q12499385;Muhammad Sirajuddin Syamsuddin;Q12506117;Pondok Modern Darussalam Gontor
Q12499385;Muhammad Sirajuddin Syamsuddin;Q12523349;Universitas Islam Negeri Syarif Hidayatullah Jakarta
Q31173094;Muhammad Syafii;Q4200341;Universitas Sumatera Utara
Q31173094;Muhammad Syafii;Q12510937;SMP Negeri 12 Medan
Q96991913;Muhammad Syafrudin;Q12523355;Universitas Jayabaya
Q96991913;Muhammad Syafrudin;Q12523389;Universitas Muhammadiyah Lampung
